date,year,month,toa_net_flux_w_m2,decimal_year
2013-06-01,2013,6,-0.630000,2013.458333
2013-07-01,2013,7,0.270000,2013.541667
2013-08-01,2013,8,-0.030000,2013.625000
2013-09-01,2013,9,-0.320000,2013.708333
2013-10-01,2013,10,-0.500000,2013.791667
2013-11-01,2013,11,-0.140000,2013.875000
2013-12-01,2013,12,-0.110000,2013.958333
2014-01-01,2014,1,-0.560000,2014.041667
2014-02-01,2014,2,-0.420000,2014.125000
2014-03-01,2014,3,0.170000,2014.208333
2014-04-01,2014,4,0.350000,2014.291667
2014-05-01,2014,5,0.630000,2014.375000
2014-06-01,2014,6,-0.600000,2014.458333
2014-07-01,2014,7,-0.750000,2014.541667
2014-08-01,2014,8,0.690000,2014.625000
2014-09-01,2014,9,0.290000,2014.708333
2014-10-01,2014,10,0.160000,2014.791667
2014-11-01,2014,11,0.080000,2014.875000
2014-12-01,2014,12,-0.460000,2014.958333
2015-01-01,2015,1,-0.990000,2015.041667
2015-02-01,2015,2,0.340000,2015.125000
2015-03-01,2015,3,0.220000,2015.208333
2015-04-01,2015,4,0.260000,2015.291667
2015-05-01,2015,5,0.630000,2015.375000
2015-06-01,2015,6,0.070000,2015.458333
2015-07-01,2015,7,0.580000,2015.541667
2015-08-01,2015,8,0.690000,2015.625000
2015-09-01,2015,9,0.680000,2015.708333
2015-10-01,2015,10,0.230000,2015.791667
2015-11-01,2015,11,-0.110000,2015.875000
2015-12-01,2015,12,-0.190000,2015.958333
2016-01-01,2016,1,-0.410000,2016.041667
2016-02-01,2016,2,-1.560000,2016.125000
2016-03-01,2016,3,-0.560000,2016.208333
2016-04-01,2016,4,-0.570000,2016.291667
2016-05-01,2016,5,0.040000,2016.375000
2016-06-01,2016,6,1.440000,2016.458333
2016-07-01,2016,7,0.440000,2016.541667
2016-08-01,2016,8,0.270000,2016.625000
2016-09-01,2016,9,0.230000,2016.708333
2016-10-01,2016,10,-0.020000,2016.791667
2016-11-01,2016,11,0.800000,2016.875000
2016-12-01,2016,12,0.560000,2016.958333
2017-01-01,2017,1,0.870000,2017.041667
2017-02-01,2017,2,0.840000,2017.125000
2017-03-01,2017,3,0.370000,2017.208333
2017-04-01,2017,4,-0.120000,2017.291667
2017-05-01,2017,5,-0.280000,2017.375000
2017-06-01,2017,6,0.530000,2017.458333
2017-07-01,2017,7,0.530000,2017.541667
2017-08-01,2017,8,-0.170000,2017.625000
2017-09-01,2017,9,-0.580000,2017.708333
2017-10-01,2017,10,-0.700000,2017.791667
2017-11-01,2017,11,-0.010000,2017.875000
2017-12-01,2017,12,-0.610000,2017.958333
2018-01-01,2018,1,0.450000,2018.041667
2018-02-01,2018,2,0.290000,2018.125000
2018-03-01,2018,3,-0.170000,2018.208333
2018-04-01,2018,4,0.940000,2018.291667
2018-05-01,2018,5,0.520000,2018.375000
2018-06-01,2018,6,-0.580000,2018.458333
2018-07-01,2018,7,0.090000,2018.541667
2018-08-01,2018,8,0.100000,2018.625000
2018-09-01,2018,9,0.890000,2018.708333
2018-10-01,2018,10,0.920000,2018.791667
2018-11-01,2018,11,1.100000,2018.875000
2018-12-01,2018,12,1.160000,2018.958333
2019-01-01,2019,1,0.260000,2019.041667
2019-02-01,2019,2,0.580000,2019.125000
2019-03-01,2019,3,0.470000,2019.208333
2019-04-01,2019,4,0.140000,2019.291667
2019-05-01,2019,5,0.520000,2019.375000
2019-06-01,2019,6,0.570000,2019.458333
2019-07-01,2019,7,0.460000,2019.541667
2019-08-01,2019,8,-0.060000,2019.625000
2019-09-01,2019,9,0.490000,2019.708333
2019-10-01,2019,10,1.430000,2019.791667
2019-11-01,2019,11,0.730000,2019.875000
2019-12-01,2019,12,-0.060000,2019.958333
2020-01-01,2020,1,-0.230000,2020.041667
2020-02-01,2020,2,-0.460000,2020.125000
2020-03-01,2020,3,0.140000,2020.208333
2020-04-01,2020,4,0.350000,2020.291667
2020-05-01,2020,5,0.190000,2020.375000
2020-06-01,2020,6,0.090000,2020.458333
2020-07-01,2020,7,0.200000,2020.541667
2020-08-01,2020,8,0.710000,2020.625000
2020-09-01,2020,9,-0.230000,2020.708333
2020-10-01,2020,10,-0.640000,2020.791667
2020-11-01,2020,11,-0.990000,2020.875000
2020-12-01,2020,12,-1.020000,2020.958333
2021-01-01,2021,1,-0.240000,2021.041667
2021-02-01,2021,2,0.020000,2021.125000
2021-03-01,2021,3,0.820000,2021.208333
2021-04-01,2021,4,0.910000,2021.291667
2021-05-01,2021,5,0.560000,2021.375000
2021-06-01,2021,6,1.680000,2021.458333
2021-07-01,2021,7,0.610000,2021.541667
2021-08-01,2021,8,0.780000,2021.625000
2021-09-01,2021,9,0.880000,2021.708333
2021-10-01,2021,10,0.500000,2021.791667
2021-11-01,2021,11,0.980000,2021.875000
2021-12-01,2021,12,-0.050000,2021.958333
2022-01-01,2022,1,0.850000,2022.041667
2022-02-01,2022,2,0.570000,2022.125000
2022-03-01,2022,3,0.500000,2022.208333
2022-04-01,2022,4,-0.260000,2022.291667
2022-05-01,2022,5,-0.350000,2022.375000
2022-06-01,2022,6,1.580000,2022.458333
2022-07-01,2022,7,-0.030000,2022.541667
2022-08-01,2022,8,1.050000,2022.625000
2022-09-01,2022,9,0.710000,2022.708333
2022-10-01,2022,10,0.680000,2022.791667
2022-11-01,2022,11,0.650000,2022.875000
2022-12-01,2022,12,1.380000,2022.958333
2023-01-01,2023,1,1.160000,2023.041667
2023-02-01,2023,2,1.150000,2023.125000
2023-03-01,2023,3,1.420000,2023.208333
2023-04-01,2023,4,1.860000,2023.291667
2023-05-01,2023,5,1.620000,2023.375000
2023-06-01,2023,6,1.020000,2023.458333
2023-07-01,2023,7,0.640000,2023.541667
2023-08-01,2023,8,0.830000,2023.625000
2023-09-01,2023,9,0.600000,2023.708333
2023-10-01,2023,10,0.160000,2023.791667
2023-11-01,2023,11,0.470000,2023.875000
2023-12-01,2023,12,0.470000,2023.958333
2024-01-01,2024,1,-0.400000,2024.041667
2024-02-01,2024,2,-0.130000,2024.125000
2024-03-01,2024,3,-0.160000,2024.208333
2024-04-01,2024,4,0.220000,2024.291667
2024-05-01,2024,5,-0.960000,2024.375000
2024-06-01,2024,6,0.100000,2024.458333
2024-07-01,2024,7,-0.140000,2024.541667
2024-08-01,2024,8,0.330000,2024.625000
2024-09-01,2024,9,0.110000,2024.708333
2024-10-01,2024,10,0.380000,2024.791667
2024-11-01,2024,11,0.200000,2024.875000
2024-12-01,2024,12,-0.420000,2024.958333
2025-01-01,2025,1,1.300000,2025.041667
2025-02-01,2025,2,0.140000,2025.125000
2025-03-01,2025,3,0.480000,2025.208333
2025-04-01,2025,4,-0.070000,2025.291667
2025-05-01,2025,5,-0.090000,2025.375000
2025-06-01,2025,6,0.040000,2025.458333
2025-07-01,2025,7,0.720000,2025.541667
2025-08-01,2025,8,1.170000,2025.625000
2025-09-01,2025,9,0.830000,2025.708333
2025-10-01,2025,10,0.210000,2025.791667
2025-11-01,2025,11,0.640000,2025.875000
2025-12-01,2025,12,1.700000,2025.958333
2026-01-01,2026,1,1.380000,2026.041667
