date,year,month,decimal_year,toa_net_flux_w_m2,EEI
2000-03-01,2000,3,2000.208333,-0.920000,
2000-04-01,2000,4,2000.291667,-0.120000,
2000-05-01,2000,5,2000.375000,-1.000000,
2000-06-01,2000,6,2000.458333,-1.260000,
2000-07-01,2000,7,2000.541667,-0.080000,
2000-08-01,2000,8,2000.625000,-0.310000,
2000-09-01,2000,9,2000.708333,-0.430000,
2000-10-01,2000,10,2000.791667,-0.410000,
2000-11-01,2000,11,2000.875000,0.140000,
2000-12-01,2000,12,2000.958333,-0.300000,
2001-01-01,2001,1,2001.041667,1.380000,
2001-02-01,2001,2,2001.125000,0.100000,
2001-03-01,2001,3,2001.208333,0.660000,
2001-04-01,2001,4,2001.291667,-1.050000,
2001-05-01,2001,5,2001.375000,-1.180000,
2001-06-01,2001,6,2001.458333,-0.760000,
2001-07-01,2001,7,2001.541667,-0.040000,
2001-08-01,2001,8,2001.625000,-1.190000,
2001-09-01,2001,9,2001.708333,0.480000,
2001-10-01,2001,10,2001.791667,-0.970000,
2001-11-01,2001,11,2001.875000,-0.440000,
2001-12-01,2001,12,2001.958333,-1.150000,
2002-01-01,2002,1,2002.041667,-0.580000,
2002-02-01,2002,2,2002.125000,-0.820000,
2002-03-01,2002,3,2002.208333,-0.380000,
2002-04-01,2002,4,2002.291667,-1.350000,
2002-05-01,2002,5,2002.375000,-0.630000,
2002-06-01,2002,6,2002.458333,-1.140000,
2002-07-01,2002,7,2002.541667,-1.540000,
2002-08-01,2002,8,2002.625000,-1.670000,
2002-09-01,2002,9,2002.708333,-0.700000,
2002-10-01,2002,10,2002.791667,0.520000,
2002-11-01,2002,11,2002.875000,-0.490000,
2002-12-01,2002,12,2002.958333,-0.260000,
2003-01-01,2003,1,2003.041667,-0.790000,
2003-02-01,2003,2,2003.125000,-0.020000,
2003-03-01,2003,3,2003.208333,-0.470000,
2003-04-01,2003,4,2003.291667,-0.760000,
2003-05-01,2003,5,2003.375000,-1.080000,
2003-06-01,2003,6,2003.458333,-0.470000,
2003-07-01,2003,7,2003.541667,-0.280000,
2003-08-01,2003,8,2003.625000,0.180000,
2003-09-01,2003,9,2003.708333,-0.120000,
2003-10-01,2003,10,2003.791667,-0.480000,
2003-11-01,2003,11,2003.875000,-0.270000,
2003-12-01,2003,12,2003.958333,-0.300000,
2004-01-01,2004,1,2004.041667,0.240000,
2004-02-01,2004,2,2004.125000,0.230000,
2004-03-01,2004,3,2004.208333,-1.310000,
2004-04-01,2004,4,2004.291667,0.310000,
2004-05-01,2004,5,2004.375000,-1.550000,
2004-06-01,2004,6,2004.458333,-1.520000,
2004-07-01,2004,7,2004.541667,0.780000,
2004-08-01,2004,8,2004.625000,-0.290000,
2004-09-01,2004,9,2004.708333,0.430000,
2004-10-01,2004,10,2004.791667,-0.700000,
2004-11-01,2004,11,2004.875000,0.170000,
2004-12-01,2004,12,2004.958333,0.880000,
2005-01-01,2005,1,2005.041667,-0.360000,
2005-02-01,2005,2,2005.125000,-1.050000,
2005-03-01,2005,3,2005.208333,-0.260000,
2005-04-01,2005,4,2005.291667,-0.930000,
2005-05-01,2005,5,2005.375000,0.620000,
2005-06-01,2005,6,2005.458333,-0.940000,
2005-07-01,2005,7,2005.541667,-1.220000,
2005-08-01,2005,8,2005.625000,-1.040000,
2005-09-01,2005,9,2005.708333,-0.190000,
2005-10-01,2005,10,2005.791667,-0.570000,
2005-11-01,2005,11,2005.875000,-0.450000,-0.456087
2005-12-01,2005,12,2005.958333,0.690000,-0.439714
2006-01-01,2006,1,2006.041667,0.580000,-0.418286
2006-02-01,2006,2,2006.125000,0.320000,-0.412000
2006-03-01,2006,3,2006.208333,-0.270000,-0.401571
2006-04-01,2006,4,2006.291667,0.350000,-0.378571
2006-05-01,2006,5,2006.375000,0.700000,-0.367429
2006-06-01,2006,6,2006.458333,-0.230000,-0.366286
2006-07-01,2006,7,2006.541667,-0.700000,-0.370143
2006-08-01,2006,8,2006.625000,-0.900000,-0.377143
2006-09-01,2006,9,2006.708333,-0.030000,-0.379571
2006-10-01,2006,10,2006.791667,-0.850000,-0.387429
2006-11-01,2006,11,2006.875000,0.320000,-0.402571
2006-12-01,2006,12,2006.958333,-0.220000,-0.407143
2007-01-01,2007,1,2007.041667,-1.490000,-0.437857
2007-02-01,2007,2,2007.125000,-0.320000,-0.427429
2007-03-01,2007,3,2007.208333,-1.000000,-0.424857
2007-04-01,2007,4,2007.291667,-0.150000,-0.416143
2007-05-01,2007,5,2007.375000,-0.690000,-0.425429
2007-06-01,2007,6,2007.458333,0.270000,-0.404571
2007-07-01,2007,7,2007.541667,-0.230000,-0.414714
2007-08-01,2007,8,2007.625000,-0.800000,-0.412286
2007-09-01,2007,9,2007.708333,-1.290000,-0.424429
2007-10-01,2007,10,2007.791667,-0.430000,-0.414143
2007-11-01,2007,11,2007.875000,-0.960000,-0.419571
2007-12-01,2007,12,2007.958333,-1.250000,-0.425714
2008-01-01,2008,1,2008.041667,0.160000,-0.418000
2008-02-01,2008,2,2008.125000,-0.460000,-0.405286
2008-03-01,2008,3,2008.208333,0.680000,-0.386571
2008-04-01,2008,4,2008.291667,-0.260000,-0.374000
2008-05-01,2008,5,2008.375000,0.770000,-0.341000
2008-06-01,2008,6,2008.458333,0.340000,-0.312286
2008-07-01,2008,7,2008.541667,0.540000,-0.294571
2008-08-01,2008,8,2008.625000,1.040000,-0.287143
2008-09-01,2008,9,2008.708333,-0.240000,-0.283571
2008-10-01,2008,10,2008.791667,0.590000,-0.271429
2008-11-01,2008,11,2008.875000,-0.500000,-0.267286
2008-12-01,2008,12,2008.958333,1.030000,-0.252286
